"","X","species","biome","system","Country.list","Class","lengthyear","Decimal.Latitude","Decimal.Longitude","id","n","intercept","slope","intercept_se","slope_se","intercept_p","slope_p","Red.List.status"
"8482",8482,"Tamias amoenus","Temperate coniferous forests","Terrestrial","Canada","Mammalia",9,50.066667,-119.566667,12374,8,-59.7003933026351,0.0299359478593184,143.485080885162,0.0718322565936344,0.6882936128958,0.687820216199251,NA
"8483",8483,"Tamias minimus","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",5,47.18028,-95.22333,3472,4,772.96000000002,-0.39200000000001,244.335442892216,0.123870900537618,0.0340688030923739,0.034034010121625,NA
"8484",8484,"Tamias striatus","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",5,47.18028,-95.22333,3474,4,-192.891156462607,0.0979591836734803,364.46631211279,0.18477372649105,0.624646228131575,0.624067106455516,"LC"
"8485",8485,"Tamias striatus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Mammalia",6,45.5675,-73.19306,3473,4,-224.685595977544,0.113723750369724,298.348650098293,0.151202877986054,0.49328969038296,0.493812417930934,"LC"
"8486",8486,"Tamias striatus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Mammalia",25,45.595278,-78.523333,4590,23,-74.8585479585395,0.0375948008899446,24.8811503841341,0.0125516925759205,0.00626189139491776,0.00646276679608979,"LC"
"8487",8487,"Tamiasciurus hudsonicus","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",5,47.18028,-95.22333,3475,4,-70.1547619047736,0.0357142857142916,363.215072072521,0.184139384503076,0.856252956782022,0.85566451653091,"LC"
"8488",8488,"Tamiasciurus hudsonicus","Temperate coniferous forests","Terrestrial","Canada","Mammalia",9,51.86,-122.35,13366,8,52.0086956521768,-0.0260869565217406,149.513830017758,0.0747008124221222,0.736926680718681,0.735938689061534,"LC"
"8489",8489,"Tamiasciurus hudsonicus","Temperate broadleaf and mixed forests","Terrestrial","Canada","Mammalia",19,45.595278,-78.523333,3476,17,110.785694410051,-0.0561437760718545,38.5131776359148,0.0194396506748764,0.0104694337526781,0.0102167804901475,"LC"
"8490",8490,"Tamiasciurus hudsonicus","Boreal forests/taiga","Terrestrial","Canada","Mammalia",18,60.75,-139.5,6349,17,-85.6739485559101,0.0426897142798137,39.1239047030162,0.0196010808620148,0.0427728183043274,0.0437820224921498,"LC"
"8491",8491,"Tamiasciurus hudsonicus","Temperate coniferous forests","Terrestrial","Canada","Mammalia",5,58.45,-111.06667,4550,4,791.660098522188,-0.401313628899846,246.961032278816,0.125201997319609,0.032725492663674,0.0327341602863618,"LC"
"8492",8492,"Tantilla nigriceps","Temperate coniferous forests","Terrestrial","United States","Reptilia",6,34.48392,-106.830765,11955,5,-572.28571428568,0.285714285714268,273.129617962994,0.136360200602626,0.0902914088498456,0.0902912891328945,"LC"
"8493",8493,"Tapirus indicus","Tropical and subtropical moist broadleaf forests","Terrestrial","Indonesia","Mammalia",14,-5.375398,104.258881,11773,6,-218.258670992442,0.108692608036668,57.1500627219762,0.0284983559309628,0.00877047154022675,0.00882231413447862,"EN"
"8494",8494,"Taractichthys steindachneri","Unknown","Marine","International Waters","Actinopterygii",10,19,-162,10908,9,-225.024139264979,0.112340425531909,88.3306752915057,0.0441432108889049,0.0313219454280374,0.0314564333392277,NA
"8495",8495,"Taurotragus oryx","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Uganda","Mammalia",27,2,33,156,4,72.416005660773,-0.0363320287930673,88.1769464314602,0.0440806991679277,0.457626891918292,0.456125891325638,NA
"8496",8496,"Taurotragus oryx","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Kenya","Mammalia",16,-0.39861,36.09083,7710,6,-171.58450380649,0.0863620907207999,83.0755431760554,0.0418304226276158,0.0844227526190797,0.0845194576314605,NA
"8497",8497,"Taurotragus oryx","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","South Africa","Mammalia",26,-23.83333,31.5,5267,23,-47.7625941820246,0.0239418865505823,27.2195118014657,0.0137218974139138,0.0926220357986709,0.0943705072734991,NA
"8498",8498,"Taurotragus oryx","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","Zimbabwe","Mammalia",9,-21.11667,31.93333,10082,7,359.965216157395,-0.179935673067818,95.4663085183248,0.0476880699420388,0.00697746006345526,0.00695396301382681,NA
"8499",8499,"Tautogolabrus adspersus","Unknown","Marine","Canada","Actinopterygii",5,46.237205,-63.902612,12714,4,-200.035339922178,0.0997304582210472,344.378452874741,0.171888359250539,0.592490356306331,0.592891174607464,"LC"
"8500",8500,"Tautogolabrus adspersus","Unknown","Marine","Canada","Actinopterygii",5,46.237205,-63.902612,12713,4,257.949144706467,-0.128987517337052,386.659424360084,0.192991906105655,0.541207161103689,0.540496098018264,"LC"
"8501",8501,"Taxidea taxus","Temperate broadleaf and mixed forests","Terrestrial","United States","Mammalia",18,43.06917,-89.40861,4836,17,0.201116427432221,-0.000159489633173846,48.5664302824607,0.0243317872889239,0.996744129714036,0.994846382275,"LC"
"8502",8502,"Telespiza cantans","Tropical and subtropical grasslands savannas and shrublands","Terrestrial","United States","Aves",34,25.77056,-171.7375,199,25,-29.1900362402406,0.0145977004099671,17.5791160385711,0.00885554876274268,0.109307563099656,0.111777826296212,"VU"
"8503",8503,"Terapon jarbua","Unknown","Marine","South Africa","Actinopterygii",10,-33.545,27.05139,9388,9,-182.636363636342,0.09090909090908,104.972907432178,0.0524863881081446,0.115879824950553,0.117306803014257,"LC"
"8504",8504,"Terrapene carolina","Temperate coniferous forests","Terrestrial","United States","Reptilia",15,27.601111,-82.761111,11975,10,-237.612448423776,0.119035559247511,42.4866824228166,0.0212716535681822,0.000230030246811805,0.000228966061439183,"VU"
"8505",8505,"Terrapene ornata","Temperate broadleaf and mixed forests","Terrestrial","United States","Reptilia",8,43.2,-89.75,8956,7,131.968888888889,-0.0666666666666666,190.233706035201,0.0959805976865904,0.510215294635374,0.509704947610522,"NT"
"8506",8506,"Testudo graeca","Mediterranean forests woodlands and scrub","Terrestrial","Greece","Reptilia",8,40.366667,22.633333,12006,6,-464.281643240717,0.233797475869594,51.2052364215125,0.0257846987571177,0.000100954217181031,0.000100940290473263,"VU"
"8507",8507,"Testudo hermanni","Mediterranean forests woodlands and scrub","Terrestrial","Spain","Reptilia",7,40.71028,0.84417,6961,6,-345.869769119758,0.173340548340543,156.155235391937,0.078292871571426,0.0686774540278751,0.0687633757960265,"NT"
"8508",8508,"Testudo hermanni","Mediterranean forests woodlands and scrub","Terrestrial","Greece","Reptilia",8,40.366667,22.633333,12005,6,268.11969584753,-0.135071347454698,163.696692297891,0.082430434725313,0.152555090049232,0.152407180838175,"NT"
"8509",8509,"Testudo hermanni","Mediterranean forests woodlands and scrub","Terrestrial","Italy","Reptilia",21,42.1,12.083333,17757,19,112.265459591536,-0.0562186279977703,23.1860836589824,0.0115800244446465,0.000113270209704545,0.000110045585103416,"NT"
"8510",8510,"Testudo hermanni","Mediterranean forests woodlands and scrub","Terrestrial","Italy","Reptilia",21,42.183333,12.166667,17758,20,153.239618524436,-0.0765774387734582,20.96426398525,0.010468993144962,4.56562152556014e-07,4.51850580120314e-07,"NT"
"8511",8511,"Testudo hermanni","Mediterranean forests woodlands and scrub","Terrestrial","Italy","Reptilia",21,41.716667,12.333333,17756,20,138.430582852487,-0.0691929827962657,22.6747684940156,0.0113231733818305,5.75600258775364e-06,5.68497114210413e-06,"NT"
"8512",8512,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Finland","Aves",6,64,27,6064,5,485.785714285634,-0.246031746031706,183.548199897357,0.0930299572196315,0.0456104334206043,0.0457196106212729,"LC"
"8513",8513,"Tetrao urogallus","Temperate coniferous forests","Terrestrial","France","Aves",19,46.55,6.06667,462,18,8.42706766917129,-0.00435298773248829,36.7360114095777,0.018502068238872,0.821148089792135,0.816654759796532,"LC"
"8514",8514,"Tetrao urogallus","Temperate broadleaf and mixed forests","Terrestrial","Spain","Aves",21,42.593263,1.198258,14873,15,137.065914513731,-0.068661935034104,25.7434442341309,0.0128625880047383,8.50334894273997e-05,8.28359805210861e-05,"LC"
"8515",8515,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Finland","Aves",11,64,26,461,10,179.086700336691,-0.0899378399378352,71.4592300955958,0.0358101343877404,0.0311178501331553,0.0308322314752438,"LC"
"8516",8516,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Finland","Aves",11,62.5,25.5,459,10,251.241570635938,-0.126071111986606,49.9756935536652,0.025044158744548,0.000516187547118768,0.00051114705410925,"LC"
"8517",8517,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Russian Federation","Aves",11,65.82333,32.20167,464,10,387.849963045108,-0.19443970663484,68.4272693989949,0.0342907376651844,0.00020722272243363,0.00020657626085541,"LC"
"8518",8518,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Finland","Aves",11,64,26,460,10,257.909090909095,-0.129370629370631,103.630860152209,0.051932199994364,0.0320599424551954,0.0319275322544824,"LC"
"8519",8519,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Norway","Aves",32,62,10,2842,31,-21.7643643798317,0.0108530621019538,19.0565506000914,0.00959050417430335,0.262160150257218,0.266461389345765,"LC"
"8520",8520,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Russian Federation","Aves",11,61.77028,33.9525,465,10,213.119146005506,-0.106961220597582,61.6722218750499,0.0309056024026796,0.00616726713252503,0.0061135259829547,"LC"
"8521",8521,"Tetrao urogallus","Boreal forests/taiga","Terrestrial","Russian Federation","Aves",11,64,32,463,9,311.48963984227,-0.156209478948895,77.8744738171555,0.0390312090020901,0.0031109258120199,0.00310026959379629,"LC"
"8522",8522,"Tetrapturus angustirostris","Unknown","Marine","International Waters","Actinopterygii",10,19,-162,10886,9,97.211177347226,-0.0487332339791272,117.936508776629,0.0589387113960913,0.431089654566198,0.429700266363142,"DD"
"8523",8523,"Thalassarche bulleri","Unknown","Marine","New Zealand","Aves",12,-48.01667,166.56667,8972,11,-308.004790081718,0.154127923358695,33.1113540340704,0.0165722202068517,1.51578406557579e-06,1.51853423252072e-06,"NT"
"8524",8524,"Thalassarche bulleri","Unknown","Marine","New Zealand","Aves",12,-48.01667,166.56667,8969,11,-285.358592547521,0.142749758384939,39.8579810752271,0.0199489044966124,1.84630288206517e-05,1.85490245710059e-05,"NT"
"8525",8525,"Thalassarche bulleri","Unknown","Marine","New Zealand","Aves",12,-48.01667,166.56667,8971,11,-250.364010989013,0.125343406593408,43.0275650762007,0.0215352800937626,0.000116073438246678,0.000115787812214399,"NT"
"8526",8526,"Thalassarche bulleri","Unknown","Marine","New Zealand","Aves",27,-48.01667,166.56667,8973,8,-151.24473528171,0.0758730721503267,24.6774944414428,0.0123553396912522,0.000280426876368623,0.000276739139965983,"NT"
"8527",8527,"Thalassarche bulleri","Unknown","Marine","New Zealand","Aves",34,-48.01667,166.56667,8970,25,-76.1457112040287,0.0384000603885882,14.4009251863926,0.00724799235308021,1.77418588293839e-05,1.72700674457675e-05,"NT"
"8528",8528,"Thalassarche carteri","Unknown","Marine","French Southern Territories","Aves",19,-37.83,77.56,15028,18,132.491736226747,-0.0663920367643819,35.9968214064301,0.0180298879391743,0.00171081146550462,0.00170441875647448,"EN"
"8529",8529,"Thalassarche chlororhynchos","Unknown","Marine","Saint Helena, Ascension And Tristan Da Cunha","Aves",11,-40.35,-9.883333,15017,5,-12.4799258259571,0.0062289870072292,152.270140377058,0.0758855998102835,0.937859005376601,0.937764637551105,"EN"
"8530",8530,"Thalassarche chrysostoma","Polar seas","Marine","South Georgia And The South Sandwich Islands","Aves",26,-54.00444,-38.05972,5160,52,94.9911076975605,-0.0477569025956128,15.2004370955032,0.00764219233200326,7.76203454385706e-08,7.76558001375536e-08,"EN"
"8531",8531,"Thalassarche chrysostoma","Unknown","Marine","South Africa","Aves",15,-46.9125,37.74361,4614,26,-143.079222438212,0.0719244654262707,38.0424440313725,0.0190941449076435,0.000869126635707108,0.000856230855755188,"EN"
"8532",8532,"Thalassarche melanophris","Unknown","Marine","South Georgia And The South Sandwich Islands","Aves",26,-54.00444,-38.05972,5164,52,110.879914272321,-0.0557590557590565,10.0019019651221,0.00502856977224145,2.62354409634361e-15,2.60125127473132e-15,"NT"
"8533",8533,"Thalassarche melanophris","Unknown","Marine","French Southern Territories","Aves",19,-49.68333,70.23333,6155,28,36.8817914351069,-0.0185790563364921,36.7738674224685,0.0184236961849601,0.324481470479026,0.32188250955541,"NT"
"8534",8534,"Thalasseus bergii","Unknown","Marine","South Africa, Namibia","Aves",24,-25,13,11394,17,-116.42734023831,0.0581071708483522,23.2158722131148,0.0116173538784517,0.000106196298640811,0.000109176375642535,"LC"
"8535",8535,"Thalasseus maximus","Unknown","Marine","Brazil","Aves",9,-26.91472,-48.64889,8883,8,423.771139971121,-0.211832611832603,92.7318200163237,0.0463542736488773,0.00182613148774178,0.00182612020472066,"LC"
"8536",8536,"Thalasseus maximus","Unknown","Marine","United States, Canada","Aves",41,48.99722,-97.22917,2962,40,-54.0446318006265,0.026778068130724,8.80950316955757,0.00442569195844616,3.05476167972614e-07,4.01228661651916e-07,"LC"
"8537",8537,"Thalasseus sandvicensis","Temperate coastal rivers","Freshwater","France","Aves",30,43.56667,4.56667,7402,9,-82.7161552129846,0.0416894779810781,31.7683437693212,0.0160040206346811,0.0285630087832737,0.0285064362717576,"LC"
"8538",8538,"Thalasseus sandvicensis","Unknown","Marine","Germany","Aves",35,54,8,11186,34,-57.3137554766355,0.0288963394208967,12.4108774023108,0.00624438132111487,5.34308098354432e-05,5.19440928493738e-05,"LC"
"8539",8539,"Thalasseus sandvicensis","Unknown","Marine","Germany","Aves",9,54.14139,11.74972,1883,8,222.972567783093,-0.11164274322169,113.676091202244,0.0569661605836351,0.0854632276436239,0.0856834682774194,"LC"
"8540",8540,"Thalasseus sandvicensis","Unknown","Marine","Sweden","Aves",13,62,15,11183,11,90.7465168015487,-0.0453623466963279,94.7914872683707,0.0473938319696135,0.358969741524355,0.359062218486009,"LC"
"8541",8541,"Thalasseus sandvicensis","Unknown","Marine","Morocco","Aves",17,30.21667,-9.61667,7057,16,-98.9079784428411,0.0493980048159625,55.2799423804264,0.0277578482532381,0.0925247006521281,0.0941395222330541,"LC"
"8542",8542,"Thalasseus sandvicensis","Unknown","Marine","Poland","Aves",14,52,20,11182,13,-183.958213979665,0.0915717958134338,58.1813216730057,0.0290760549988592,0.00749919282910539,0.00768067174529222,"LC"
"8543",8543,"Thalasseus sandvicensis","Unknown","Marine","United Kingdom","Aves",24,54.75833,-2.69528,11189,23,-9.57111888111887,0.00472027972027972,29.7285785117024,0.0148790715169077,0.750398408657656,0.753921232692558,"LC"
"8544",8544,"Thalasseus sandvicensis","Unknown","Marine","Netherlands, Belgium","Aves",34,52.5,5.75,11188,33,-97.0325890374899,0.0487980521479743,4.85946037803519,0.00244559517249836,5.37550107615266e-20,5.49464061823446e-20,"LC"
"8545",8545,"Thalasseus sandvicensis","Unknown","Marine","United Kingdom","Aves",24,52.6,-4.1,9061,23,-42.3599067599068,0.021016317016317,20.8507254785947,0.0104935018475192,0.0539060667078421,0.0571234373123205,"LC"
"8546",8546,"Thalasseus sandvicensis","Unknown","Marine","Ukraine","Aves",24,46.37528,31.82972,11184,23,13.877650531074,-0.00710340764962942,30.6642711800849,0.015471275594145,0.655100216123904,0.650446861975869,"LC"
"8547",8547,"Thalasseus sandvicensis","Temperate coastal rivers","Freshwater","Ukraine","Aves",15,45.9,33.51667,7349,14,-25.0237918215613,0.0122676579925651,71.5373966096706,0.0359393141276498,0.731695006602223,0.737913892812577,"LC"
"8548",8548,"Thalasseus sandvicensis","Temperate floodplain rivers and wetlands","Freshwater","Ukraine","Aves",5,46.66667,30.7,7260,4,459.732551968225,-0.230583812472392,331.373191460399,0.166060170434389,0.237626031483358,0.237289229529665,"LC"
"8549",8549,"Thalasseus sandvicensis","Unknown","Marine","Spain","Aves",33,39.333504,-0.346729,6902,32,-88.3897967895211,0.0441476813569827,14.5318303301404,0.00731520418469502,8.55047959434129e-07,9.80735279964164e-07,"LC"
"8550",8550,"Thalasseus sandvicensis","Unknown","Marine","France","Aves",33,43.59306,3.25389,6970,28,-13.2143204072578,0.00619044219156935,13.4827290312014,0.00679119713861676,0.335433555417,0.369792862089412,"LC"
"8551",8551,"Thalasseus sandvicensis","Unknown","Marine","Spain","Aves",7,41.26667,2.13333,6712,6,194.609347442715,-0.0972957084068366,219.84036799667,0.109782883438986,0.410102766481197,0.40959220313488,"LC"
"8552",8552,"Thalasseus sandvicensis","Unknown","Marine","Ireland","Aves",28,52.2,-6.39167,11191,27,-94.91267124151,0.0476072827747551,15.2172995081651,0.00762001299859683,1.1352687817124e-06,1.1045135709199e-06,"LC"
"8553",8553,"Thalasseus sandvicensis","Unknown","Marine","Brazil","Aves",9,-26.91472,-48.64889,8882,8,-71.8468614718646,0.0358225108225124,151.51049817583,0.0757362369452456,0.648027673024875,0.648856370736123,"LC"
"8554",8554,"Thalasseus sandvicensis","Unknown","Marine","Italy","Aves",34,45.36667,12.46667,6894,33,-99.6340760432861,0.0498329090349277,13.9099942157448,0.00700040993384126,3.29954898716724e-08,3.74346650541801e-08,"LC"
"8555",8555,"Thalasseus sandvicensis","Unknown","Marine","Italy","Aves",25,44.615,12.18639,6824,24,-74.718391840204,0.0373514662133447,22.6373789672449,0.0113783453708767,0.00300702087129671,0.00314184669440971,"LC"
